P05026	Sodium potassium-dependent ATPase subunit beta-1|Sodium potassium-transporting ATPase subunit beta-1
Q9UN42	Protein ATP1B4|X K-ATPase subunit beta-m|X potassium-transporting ATPase subunit beta-m
P05496	ATP synthase lipid-binding protein mitochondrial|ATP synthase proteolipid P1|ATPase subunit c|ATPase protein 9
Q14CW9	SAGA-associated factor 11 homolog|Ataxin-7-like protein 3
Q8N6G6	Punctin-1|ADAMTSL-1|ADAMTS-like protein 1
Q76KP1	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1|Beta-1 4-N-acetylgalactosaminyltransferase IV|NGalNAc-T1
Q9HBU1	Homeobox protein BarH-like 1
Q9BYV7	Beta beta-carotene 9' 10'-oxygenase|B-diox-II|Beta-carotene dioxygenase 2
Q5TH69	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
P12643	Bone morphogenetic protein 2A|Bone morphogenetic protein 2|BMP-2
P18075	BMP-7|Osteogenic protein 1|Bone morphogenetic protein 7
Q53HL2	Pluripotent embryonic stem cell-related gene 3 protein|Dasra-B|Cell division cycle-associated protein 8|Borealin
Q8N4F0	BPI fold-containing family B member 2|RYSR|Long palate lung and nasal epithelium carcinoma-associated protein 2|Bactericidal permeability-increasing protein-like 1
O95415	Brain protein I3|pRGR2
Q9UPA5	Protein bassoon|Zinc finger protein 231
Q9UIR0	Butyrophilin-like protein 2|BTL-II
Q9NR16	CD163 antigen-like 1|Scavenger receptor cysteine-rich type 1 protein M160
A6NLJ0	Nuclear-localized factor 2|Protein FAM148B|C2 calcium-dependent domain-containing protein 4B
Q9BWL3	Uncharacterized protein C1orf43|Hepatitis C virus NS5A-transactivated protein 4|Protein NICE-3|S863-3
Q5T0L3	Uncharacterized protein C1orf111
Q5SR53	Putative uncharacterized protein C1orf200
Q9NY47	Voltage-dependent calcium channel subunit alpha-2 delta-2|Voltage-gated calcium channel subunit alpha-2 delta-2
Q02641	CAB1|Voltage-dependent L-type calcium channel subunit beta-1|Calcium channel voltage-dependent subunit beta 1
Q12864	Liver-intestine cadherin|Intestinal peptide-associated transporter HPT-1|Cadherin-17
Q8N3J6	Synaptic cell adhesion molecule 2|Nectin-like protein 3|Immunoglobulin superfamily member 4D|Cell adhesion molecule 2
Q8N1Q1	Carbonic anhydrase 13|Carbonate dehydratase XIII|Carbonic anhydrase XIII
Q96GE6	Serologically defined breast cancer antigen NY-BR-20|Calmodulin-like protein 4
Q6ZSI9	Calcium-activated neutral proteinase 12|Calpain-12
P20807	New calpain 1|Muscle-specific calcium-activated neutral protease 3|Calpain p94|Calpain L3|Calpain-3|Calcium-activated neutral proteinase 3
Q9BXL7	CARD-containing MAGUK protein 1|Caspase recruitment domain-containing protein 11
P47710	Alpha-S1-casein
P43235	Cathepsin X|Cathepsin O2|Cathepsin K|Cathepsin O
P25774	Cathepsin S
Q580R0	Uncharacterized protein C2orf27
Q53QW1	Uncharacterized protein C2orf57
O95503	Chromobox protein homolog 6
F5H4A9	Uncharacterized membrane protein C3orf80
A6NGH7	Coiled-coil domain-containing protein 160
P0C221	Coiled-coil domain-containing protein 175
Q15834	Coiled-coil domain-containing protein 85B|Hepatitis delta antigen-interacting protein A
Q86WR0	Coiled-coil domain-containing protein 25
Q96A33	Coiled-coil domain-containing protein 47
Q8IXS2	Testis development protein NYD-SP28|Coiled-coil domain-containing protein 65
Q9BR77	Coiled-coil domain-containing protein 77
Q2M329	Coiled-coil domain-containing protein 96
Q8WXS5	Neuronal voltage-gated calcium channel gamma-8 subunit|Voltage-dependent calcium channel gamma-8 subunit|Transmembrane AMPAR regulatory protein gamma-8
O00626	Stimulated T-cell chemotactic protein 1|MDC 1-69 |Small-inducible cytokine A22|Macrophage-derived chemokine|CC chemokine STCP-1|C-C motif chemokine 22
P14635	G2 mitotic-specific cyclin-B1
P51685	CC chemokine receptor CHEMR1|CCR-8|GPR-CY6|Chemokine receptor-like 1|CMKBRL2|C-C chemokine receptor type 8|CC-CKR-8|C-C CKR-8|TER1
P29017	T-cell surface glycoprotein CD1c
P27701	Tetraspanin-27|C33 antigen|CD82 antigen|IA4|Metastasis suppressor Kangai-1|Inducible membrane protein R2|Suppressor of tumorigenicity 6 protein
P21926	Leukocyte antigen MIC3|Motility-related protein|Tetraspanin-29|p24|Cell growth-inhibiting gene 2 protein|CD9 antigen|5H9 antigen
O14735	Phosphatidylinositol synthase|CDP-diacylglycerol--inositol 3-phosphatidyltransferase
Q8IVW4	Serine threonine-protein kinase NKIAMRE|Cyclin-dependent kinase-like 3
P42772	Cyclin-dependent kinase 4 inhibitor B|p15-INK4b|p14-INK4b|Multiple tumor suppressor 2
Q6ZNM6	Uncharacterized protein C5orf48
Q6ZU80	Centrosomal protein of 128 kDa
A8MTB9	Carcinoembryonic antigen-related cell adhesion molecule 18
P31997	Carcinoembryonic antigen CGM6|Carcinoembryonic antigen-related cell adhesion molecule 8|CD67 antigen|Non-specific cross-reacting antigen NCA-95
Q5VUM1	UPF0369 protein C6orf57
P0CG36	Cryptic family protein 1B
Q9HAC7	CaiB baiF CoA-transferase family protein C7orf10|Dermal papilla-derived protein 13
Q8WWF3	Uncharacterized protein C7orf45
Q6ZTY9	Uncharacterized protein C7orf65
Q9H2J1	Uncharacterized protein C9orf37
Q5VZI3	Transmembrane protein C9orf91
Q5SQ13	Putative uncharacterized protein C9orf141
Q96M02	Centrosomal protein C10orf90|Fragile-site associated tumor suppressor homolog
Q6PI97	UPF0722 protein C11orf88
Q6ZS10	C-type lectin domain family 17 member A|Prolectin
A8K7I4	Calcium-activated chloride channel protein 1|Calcium-activated chloride channel regulator 1|Calcium-activated chloride channel family member 1
Q00610	Clathrin heavy chain 1|Clathrin heavy chain on chromosome 17
Q9NS75	CysLTR2|Cysteinyl leukotriene receptor 2|HPN321|G-protein coupled receptor GPCR21|G-protein coupled receptor HG57
Q5EBM0	UMP-CMP kinase 2 mitochondrial
A8MTL3	RING finger protein C14orf164
P02452	Alpha-1 type I collagen|Collagen alpha-1 I chain
Q14746	Low density lipoprotein receptor defect C-complementing protein|COG complex subunit 2|Component of oligomeric Golgi complex 2|Conserved oligomeric Golgi complex subunit 2
Q9UMD9	180 kDa bullous pemphigoid antigen 2|Collagen alpha-1 XVII chain|Bullous pemphigoid antigen 2
Q5HYK3	Ubiquinone biosynthesis methyltransferase COQ5|2-methoxy-6-polyprenyl-1 4-benzoquinol methylase mitochondrial
Q9P0S2	Cytochrome c oxidase assembly protein COX16 homolog mitochondrial
Q49B96	hCOX19|Cytochrome c oxidase assembly protein COX19
Q9BSU1	UPF0183 protein C16orf70
Q16678	CYPIB1|Cytochrome P450 1B1
P98187	Cytochrome P450 4F8|CYPIVF8
Q99829	Copine-1|Copine I
Q96L46	Calcium-dependent protease small subunit 2|CSS2|Calpain small subunit 2
Q9P2I0	Cleavage and polyadenylation specificity factor subunit 2|Cleavage and polyadenylation specificity factor 100 kDa subunit
Q9H8M1	Coenzyme Q-binding protein COQ10 homolog B mitochondrial
P20023	Cr2|Epstein-Barr virus receptor|Complement receptor type 2|Complement C3d receptor
P26998	Beta-crystallin B3|Beta-B3 crystallin
Q9BSF4	Uncharacterized protein C19orf52
Q9Y5P2	Cancer testis antigen 24 2|Taxol-resistant-associated gene 3 protein|Chondrosarcoma-associated gene 2 3 protein
O75534	Cold shock domain-containing protein E1|Protein UNR|N-ras upstream gene protein
P19784	Casein kinase II subunit alpha'|CK II alpha'
Q9H9Q2	Signalosome subunit 7b|JAB1-containing signalosome subunit 7b|COP9 signalosome complex subunit 7b|SGN7b
Q9H4G1	Cystatin-9-like
Q9H4D0	Alcadein-gamma|Calsyntenin-2
Q9BUV8	Rab5-interacting protein|Uncharacterized protein C20orf24
A4D2H0	cTAGE family member 15|Protein cTAGE-15
O43310	CBP80 20-dependent translation initiation factor
A8MT82	Putative centaurin-gamma-like family member 11P
P35222	Beta-catenin|Catenin beta-1
Q86XM0	CatSperdelta|Cation channel sperm-associated protein subunit delta|CatSper-delta|Transmembrane protein 146
Q17RA5	Putative uncharacterized protein C21orf49
Q13616	Cullin-1|CUL-1
Q9HCG8	Nucampholin homolog|fSAPb|Pre-mRNA-splicing factor CWC22 homolog
Q9HAI6	Uncharacterized protein CXorf21
P35212	Connexin-37|Gap junction alpha-4 protein
P02778	Small-inducible cytokine B10|C-X-C motif chemokine 10|10 kDa interferon gamma-induced protein
Q9H1C7	Cysteine-rich and transmembrane domain-containing protein 1
Q6NUT2	Dpy-19-like protein 2|Probable C-mannosyltransferase DPY19L2|Protein dpy-19 homolog 2
O43293	Zipper-interacting protein kinase|DAP-like kinase|Death-associated protein kinase 3|MYPT1 kinase|DAP kinase 3
Q96EP5	DAZ-associated protein 1|Deleted in azoospermia-associated protein 1
Q13561	Dynactin complex 50 kDa subunit|p50 dynamitin|Dynactin subunit 2|50 kDa dynein-associated polypeptide
Q9UJV9	Probable ATP-dependent RNA helicase DDX41|DEAD box protein abstrakt homolog|DEAD box protein 41
Q9NY93	Probable ATP-dependent RNA helicase DDX56|DEAD box protein 56|DEAD box protein 21|ATP-dependent 61 kDa nucleolar RNA helicase
Q8NEG7	DENN domain-containing protein 6B|Protein DENND6B
Q96SL1	Disrupted in renal carcinoma protein 2|Disrupted in renal cancer protein 2
Q9Y2G8	DnaJ homolog subfamily C member 16
Q15700	Channel-associated protein of synapse-110|Disks large homolog 2|Postsynaptic density protein PSD-93
Q9NP97	Roadblock domain-containing protein 1|Bithoraxoid-like protein|Dynein light chain roadblock-type 1|Dynein-associated protein Km23|Dynein light chain 2A cytoplasmic
Q13217	Protein kinase inhibitor of 58 kDa|Endoplasmic reticulum DnaJ protein 6|Interferon-induced double-stranded RNA-activated protein kinase inhibitor|DnaJ homolog subfamily C member 3
P18858	DNA ligase 1|Polydeoxyribonucleotide synthase [ATP] 1|DNA ligase I
P26358	CXXC-type zinc finger protein 9|DNA methyltransferase HsaI|Dnmt1|MCMT|DNA cytosine-5 -methyltransferase 1
P05538	HLA class II histocompatibility antigen DX beta chain|MHC class II antigen DQB2|HLA class II histocompatibility antigen DQ beta 2 chain
A6NNA5	Dorsal root ganglia homeobox protein|Paired-related homeobox protein-like 1
Q6IAN0	Dehydrogenase reductase SDR family member 7B
P0CJ88	Double homeobox protein 4-like protein 5
P54792	DSH homolog 1-like|Putative Segment polarity protein dishevelled homolog DVL-1-like|Dishevelled-1-like
Q13838	56 kDa U2AF65-associated protein|DEAD box protein UAP56|HLA-B-associated transcript 1 protein|Spliceosome RNA helicase DDX39B|ATP-dependent RNA helicase p47
Q9UFH2	Axonemal beta dynein heavy chain 17|Axonemal dynein heavy chain-like protein 1|Dynein heavy chain 17 axonemal|Ciliary dynein heavy chain 17|Dynein light chain 2 axonemal|Ciliary dynein heavy chain-like protein 1
P63167	Dynein light chain 1 cytoplasmic|Protein inhibitor of neuronal nitric oxide synthase|8 kDa dynein light chain|Dynein light chain LC8-type 1
A0AVK6	Transcription factor E2F8|E2F-8
Q15125	Emopamil-binding protein|Cholestenol Delta-isomerase|Delta 8 -Delta 7 sterol isomerase|3-beta-hydroxysteroid-Delta 8 Delta 7 -isomerase
P30084	Short-chain enoyl-CoA hydratase|Enoyl-CoA hydratase 1|Enoyl-CoA hydratase mitochondrial
P25101	Endothelin-1 receptor|Endothelin A receptor
O75071	EF-hand calcium-binding domain-containing protein 14
Q9NZC4	ETS homologous factor|ETS domain-containing transcription factor|hEHF|Epithelium-specific Ets transcription factor 3
Q14232	Translation initiation factor eIF-2B subunit alpha|eIF-2B GDP-GTP exchange factor subunit alpha
Q99613	Eukaryotic translation initiation factor 3 subunit 8|Eukaryotic translation initiation factor 3 subunit C|eIF3c|eIF3 p110
Q9H5J4	Very-long-chain 3-oxoacyl-CoA synthase 6|ELOVL fatty acid elongase 6|Fatty acyl-CoA elongase|Long-chain fatty-acyl elongase|3-keto acyl-CoA synthase ELOVL6|Fatty acid elongase 2|Elongation of very long chain fatty acids protein 6
Q16206	APK1 antigen|Ecto-NOX disulfide-thiol exchanger 2|Tumor-associated hydroquinone oxidase|Cytosolic ovarian carcinoma antigen 1
Q52LR7	EPC-like|Enhancer of polycomb homolog 2
Q9Y6I3	EH domain-binding mitotic phosphoprotein|EPS-15-interacting protein 1|Epsin-1
Q8TE67	Epidermal growth factor receptor pathway substrate 8-related protein 3|Epidermal growth factor receptor kinase substrate 8-like protein 3|EPS8-like protein 3
P41162	Mitogenic Ets transcriptional suppressor|ETS domain transcriptional repressor PE1|ETS translocation variant 3
Q8TC76	Protein FAM110B
Q96AQ9	Protein FAM131C
Q9Y6X4	SLAP75|Protein FAM169A|Soluble lamin-associated protein of 75 kDa
Q8N128	Protein FAM177A1
A6NEQ2	Protein FAM181B
C9JLW8	Protein FAM195B
O60825	PFK FBPase 2|6-phosphofructo-2-kinase fructose-2 6-bisphosphatase 2|6PF-2-K Fru-2 6-P2ase 2|6PF-2-K Fru-2 6-P2ase heart-type isozyme
A6NIJ5	Putative protein FAM90A20P
P00742	Stuart factor|Stuart-Prower factor|Coagulation factor X
Q5SNT6	WASH complex subunit FAM21B
Q8NA70	Protein FAM47B
Q6ZS17	Protein FAM65A
O60427	Fatty acid desaturase 1|Delta 5 fatty acid desaturase
Q9H4M3	F-box G-domain protein 3|F-box only protein 44|F-box protein FBX30
Q96M78	Putative uncharacterized protein encoded by FER1L6-AS2|FER1L6 antisense gene protein 2|FER1L6 antisense RNA 2
O14842	G-protein coupled receptor 40|Free fatty acid receptor 1
Q5JSP0	Zinc finger FYVE domain-containing protein 5|FYVE RhoGEF and PH domain-containing protein 3
O15520	Fibroblast growth factor 10|Keratinocyte growth factor 2|FGF-10
Q92562	Polyphosphoinositide phosphatase|Phosphatidylinositol 3 5-bisphosphate 5-phosphatase|SAC domain-containing protein 3
Q75LS8	Putative FK506-binding protein 9-like protein
Q9UIM3	FK506-binding protein-like|WAF-1 CIP1 stabilizing protein 39
Q14315	Filamin-C|Gamma-filamin|ABP-280-like protein|Actin-binding-like protein|ABP-L|Filamin-2|FLNc|FLN-C
P49771	Fms-related tyrosine kinase 3 ligand|Flt3L|Flt3 ligand|SL cytokine
Q9H479	Fructosamine-3-kinase
P49354	Protein farnesyltransferase geranylgeranyltransferase type-1 subunit alpha|Ras proteins prenyltransferase subunit alpha|FTase-alpha|Type I protein geranyl-geranyltransferase subunit alpha|CAAX farnesyltransferase subunit alpha
Q8IX07	Zinc finger protein 89A|Zinc finger protein ZFPM1|Friend of GATA protein 1|Zinc finger protein multitype 1
Q6PIV2	Forkhead box protein R1|Forkhead box protein N5
Q16595	Friedreich ataxia protein|Frataxin mitochondrial
Q5H9T9	Fibrous sheath CABYR-binding protein
O43826	Glucose-6-phosphate translocase|Glucose-5-phosphate transporter|Transformation-related gene 19 protein|Solute carrier family 37 member 4
P62683	HERV-K_12q14 1 provirus ancestral Gag polyprotein|Gag polyprotein
Q75VX8	GRB2-associated and regulator of MAPK1-like|GRB2-associated and regulator of MAPK protein-like
O43716	Glu-AdT subunit C|Glutamyl-tRNA Gln amidotransferase subunit C mitochondrial|Protein 15E1 2
P30793	GTP cyclohydrolase 1|GTP cyclohydrolase I
P07093	Serpin E2|Protease nexin 1|Protease nexin I|Glia-derived nexin|GDN|Peptidase inhibitor 7
O75496	Geminin
Q5VTD9	Growth factor independent protein 1B|Potential regulator of CDKN1A translocated in CML|Zinc finger protein Gfi-1b
P0CL80	G antigen 12F|GAGE-12F
Q9NZ52	Golgi-localized gamma ear-containing ARF-binding protein 3|ADP-ribosylation factor-binding protein GGA3
Q9UJ14	GGT 7|Gamma-glutamyltransferase 7|Gamma-glutamyltranspeptidase 7|Gamma-glutamyltransferase-like 3|Gamma-glutamyltransferase-like 5|Glutathione hydrolase 7
Q8IVS8	HBeAg-binding protein 4|Glycerate kinase
A6NK44	Glyoxalase domain-containing protein 5
Q86SX6	Monothiol glutaredoxin-5|Glutaredoxin-related protein 5 mitochondrial
O94925	GLS|Glutaminase kidney isoform mitochondrial|K-glutaminase|L-glutamine amidohydrolase
P11488	Transducin alpha-1 chain|Guanine nucleotide-binding protein G t subunit alpha-1
O15228	DHAP-AT|DAP-AT|Acyl-CoA:dihydroxyacetonephosphateacyltransferase|Dihydroxyacetone phosphate acyltransferase|Glycerone-phosphate O-acyltransferase
I6L899	Golgin subfamily A member 8R
O14653	27 kDa Golgi SNARE protein|Golgi SNAP receptor complex member 2|Membrin
Q6QNK2	G-protein coupled receptor PGR25|Probable G-protein coupled receptor 133
Q6NV75	Probable G-protein coupled receptor 153|G-protein coupled receptor PGR1
Q9NS66	Probable G-protein coupled receptor 173|Super conserved receptor expressed in brain 3
P21695	GPD-C|GPDH-C|Glycerol-3-phosphate dehydrogenase [NAD + ] cytoplasmic
A6NKF9	Putative Golgi pH regulator C|Protein GPR89C
Q13491	Neuronal membrane glycoprotein M6-b|M6b
Q15760	GPR-NGA|Probable G-protein coupled receptor 19
Q9Y2T5	Probable G-protein coupled receptor 52
Q9NYM4	G-protein coupled receptor 72|Probable G-protein coupled receptor 83
P10144	CTLA-1|Fragmentin-2|Granzyme B|Cytotoxic T-lymphocyte proteinase 2|T-cell serine protease 1-3E|Cathepsin G-like 1|SECT|Human lymphocyte protein|C11|Granzyme-2
A6NFK2	GRXCR1-like protein|Glutaredoxin domain-containing cysteine-rich protein 1-like protein|Glutaredoxin domain-containing cysteine-rich protein 2
A4D1Z8	Putative grifin|Galectin-related inter-fiber protein
Q2KHT4	Germ cell-specific gene 1 protein
P13807	Glycogen [starch] synthase muscle
P0C0S8	Histone H2A p|H2A 1|Histone H2A type 1
P0C5Y9	Histone H2A-Bbd type 1|H2A Barr body-deficient
Q99879	Histone H2B e|Histone H2B type 1-M
Q13547	Histone deacetylase 1|HD1
Q9H0R4	Haloacid dehalogenase-like hydrolase domain-containing protein 2
Q9BXL5	Erythroid differentiation-associated gene protein|Hemogen|Negative differentiation regulator protein|Hemopoietic gene protein
Q6NVY1	3-hydroxyisobutyryl-coenzyme A hydrolase|3-hydroxyisobutyryl-CoA hydrolase mitochondrial
A8MVS5	Protein HIDE1
Q8NCD3	Holliday junction recognition protein|Fetal liver-expressing gene 1 protein|14-3-3-associated AKT substrate|Up-regulated in lung cancer 9
P30511	CDA12|MHC class I antigen F|HLA F antigen|Leukocyte antigen F|HLA class I histocompatibility antigen alpha chain F
Q14527	RING finger protein 80|Sucrose nonfermenting protein 2-like 3|SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3|HIP116|DNA-binding protein plasminogen activator inhibitor 1 regulator|Helicase-like transcription factor
P0CJ72	Humanin-like protein 5|MT-RNR2-like protein 5|HN5
P0C7T4	Minor histocompatibility protein HMSD variant form|HSMD-v
Q9NP08	Homeobox protein H6|Homeobox protein HMX1
Q9NSC5	Homer-3|Homer protein homolog 3
Q03933	HSF 2|Heat shock factor protein 2|Heat shock transcription factor 2
P48723	Heat shock 70 kDa protein 13|Microsomal stress-70 protein ATPase core|Stress-70 protein chaperone microsome-associated 60 kDa protein
P08107	Heat shock 70 kDa protein 1 2|Heat shock 70 kDa protein 1A 1B
Q8IVG9	Putative humanin peptide
Q96N76	Urocanase|Urocanate hydratase|Imidazolonepropionate hydrolase
P01769	Ig heavy chain V-III region GA
P20719	Homeobox protein Hox-1C|Homeobox protein Hox-A5
P07099	Microsomal epoxide hydrolase|Epoxide hydratase|Epoxide hydrolase 1
Q8NAC3	Interleukin-17 receptor C|Interleukin-17 receptor-like protein|IL-17RC|ZcytoR14|IL-17 receptor C|Interleukin-17 receptor homolog
Q8N6P7	IL-22R-alpha-1|Cytokine receptor class-II member 9|ZcytoR11|Cytokine receptor family 2 member 9|IL-22RA1|IL-22 receptor subunit alpha-1|Interleukin-22 receptor subunit alpha-1
P06730	Eukaryotic translation initiation factor 4E|eIF4E|eIF-4F 25 kDa subunit|eIF-4E|mRNA cap-binding protein
P05014	IFN-alpha-4|Interferon alpha-4|Interferon alpha-4B|Interferon alpha-M1|Interferon alpha-76
P01834	Ig kappa chain C region
Q93033	Cell surface glycoprotein V7|Glu-Trp-Ile EWI motif-containing protein 101|Immunoglobulin superfamily member 2|IgSF2
P01584	Interleukin-1 beta|IL-1 beta|Catabolin
Q9NPH9	Protein AK155|Interleukin-26|IL-26
Q9BT40	Inositol polyphosphate 5-phosphatase K|Skeletal muscle and kidney-enriched inositol phosphatase
Q6P9B9	Int5|Integrator complex subunit 5
Q8TEX9	Importin-4|Imp4|Importin-4b|Ran-binding protein 4
Q15306	Lymphocyte-specific interferon regulatory factor|Interferon regulatory factor 4|Multiple myeloma oncogene 1|NF-EM5|IRF-4
Q92806	Inward rectifier K + channel Kir3 3|G protein-activated inward rectifier potassium channel 3|Potassium channel inwardly rectifying subfamily J member 9|GIRK-3
P20155	HUSI-II|Acrosin-trypsin inhibitor|Epididymis tissue protein Li 172|Serine protease inhibitor Kazal-type 2
Q9BX67	JAM-2|JAM-C|Junctional adhesion molecule C|Junctional adhesion molecule 3
Q15397	Pumilio domain-containing protein KIAA0020|HBV XAg-transactivated protein 5|HBV X-transactivated gene 5 protein|Minor histocompatibility antigen HA-8
Q96AT1	Uncharacterized protein KIAA1143
Q9P2H0	Uncharacterized protein KIAA1377
Q6NSI8	Uncharacterized protein KIAA1841
Q99456	Keratin type I cytoskeletal 12|Cytokeratin-12|Keratin-12
Q15323	Hair keratin type I Ha1|Keratin type I cuticular Ha1|Keratin-31
O95678	Type II keratin-K6hf|Keratin-75|Cytokeratin-75|Type-II keratin Kb18|Keratin type II cytoskeletal 75|Keratin-6 hair follicle
Q9Y691	Calcium-activated potassium channel subfamily M subunit beta-2|K VCA beta-2|Hbeta3|Charybdotoxin receptor subunit beta-2|Maxi K channel subunit beta-2|Slo-beta-2|BK channel subunit beta-2|Calcium-activated potassium channel subunit beta-2
Q99706	Killer cell inhibitory receptor 103AS|Killer cell immunoglobulin-like receptor 2DL4|MHC class I NK cell receptor KIR103AS|G9P|CD158 antigen-like family member D
O60870	DNA RNA-binding protein KIN17|KIN antigenic determinant of recA protein homolog|Binding to curved DNA
Q8IXV7	Kelch domain-containing protein 8B
Q9P2G3	Kelch-like protein 14|Protein interactor of Torsin-1A
Q6TFL4	Kainate receptor-interacting protein for GluR6|Kelch-like protein 24|Protein DRE1
Q2TBA0	Sarcosynapsin|Kelch repeat and BTB domain-containing protein 5|Kelch-like protein 40
P60411	High sulfur keratin-associated protein 10 9|Keratin-associated protein 18-9|Keratin-associated protein 18 9|Keratin-associated protein 10-9|Keratin-associated protein 10 9
Q9BYP8	Keratin-associated protein 16 1|Keratin-associated protein 17-1
O75690	UHS keratin B|Keratin-associated protein 5 8|Keratin-associated protein 5-8|Keratin ultra high-sulfur matrix protein B|Ultrahigh sulfur keratin-associated protein 5 8
P43405	Tyrosine-protein kinase SYK|p72-Syk|Spleen tyrosine kinase
P01601	Ig kappa chain V-I region HK101
P01617	Ig kappa chain V-II region TEW
P13473	LAMP-2|CD107 antigen-like family member B|Lysosome-associated membrane protein 2|Lysosome-associated membrane glycoprotein 2
Q5TA77	Late envelope protein 14|Late cornified envelope protein 3B
Q6JVE6	Epididymal-specific lipocalin-10
Q8NC56	LEM domain-containing protein 2|hLEM2
O75610	Left-right determination factor 1|Left-right determination factor B|Protein lefty-1|Protein lefty-B
O95970	Epitempin-1|Leucine-rich glioma-inactivated protein 1
Q9NQ69	LIM homeobox protein Lhx9|LIM homeobox protein 9
P0C6S8	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3|Leucine-rich repeat neuronal protein 2|Leucine-rich repeat neuronal protein 6B
P48059	Particularly interesting new Cys-His protein 1|LIM and senescent cell antigen-like-containing domain protein 1|Renal carcinoma antigen NY-REN-48
